State,Crime_Info,Value,Category,Crime,Metric,Year
Odisha,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _V,5374.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,V,2021
Punjab,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _V,73.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,V,2021
Rajasthan,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _V,3547.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,V,2021
Sikkim,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _V,44.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,V,2021
Tamil Nadu,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _V,142.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,V,2021
Telangana,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _V,2111.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,V,2021
Tripura,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _V,52.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,V,2021
Uttar Pradesh,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _V,5713.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,V,2021
Uttarakhand,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _V,189.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,V,2021
West Bengal,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _V,4956.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,V,2021
A&N Islands,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _V,7.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,V,2021
Chandigarh,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _V,135.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,V,2021
D&N Haveli and Daman & Diu,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _V,46.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,V,2021
Delhi,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _V,5376.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,V,2021
Jammu & Kashmir,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _V,435.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,V,2021
Ladakh,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _V,4.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,V,2021
Lakshadweep,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _V,0.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,V,2021
Puducherry,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _V,46.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,V,2021
Andhra Pradesh,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,1.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Arunachal Pradesh,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,4.2,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Assam,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,4.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Bihar,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,1.3,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Chhattisgarh,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,8.5,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Goa,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,2.8,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Gujarat,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,1.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Haryana,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,1.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Himachal Pradesh,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,2.6,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Jharkhand,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,1.5,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Karnataka,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,3.9,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Kerala,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,0.7,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Madhya Pradesh,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,9.4,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Maharashtra,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,7.8,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Manipur,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,0.4,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Meghalaya,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,2.2,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Mizoram,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,0.1,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Nagaland,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,0.9,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Odisha,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,11.7,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Punjab,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,0.2,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Rajasthan,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,4.4,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Sikkim,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,5.5,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Tamil Nadu,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,0.2,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Telangana,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,5.4,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Tripura,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,1.3,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Uttar Pradesh,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,2.4,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Uttarakhand,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,1.6,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
West Bengal,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,5.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
A&N Islands,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,1.5,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Chandigarh,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,10.9,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
D&N Haveli and Daman & Diu,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,4.2,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Delhi,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,24.4,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Jammu & Kashmir,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,3.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Ladakh,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,1.3,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Lakshadweep,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,0.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Puducherry,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_Kidnapping and Abduction (Sec.363 IPC) _R,2.4,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),Kidnapping and Abduction,R,2021
Andhra Pradesh,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_A) Missing Children Deemed as Kidnapped _I,66.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),A) Missing Children Deemed as Kidnapped,I,2021
Arunachal Pradesh,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_A) Missing Children Deemed as Kidnapped _I,29.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),A) Missing Children Deemed as Kidnapped,I,2021
Assam,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_A) Missing Children Deemed as Kidnapped _I,554.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),A) Missing Children Deemed as Kidnapped,I,2021
Bihar,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_A) Missing Children Deemed as Kidnapped _I,819.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),A) Missing Children Deemed as Kidnapped,I,2021
Chhattisgarh,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_A) Missing Children Deemed as Kidnapped _I,1212.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),A) Missing Children Deemed as Kidnapped,I,2021
Goa,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC)_A) Missing Children Deemed as Kidnapped _I,25.0,Offences affecting the Human Body_Kidnapping and Abduction_Kidnapping and Abduction (Sec.363 IPC),A) Missing Children Deemed as Kidnapped,I,2021
